Sentences,Langid
Chahunchi mu tumaku kahibaku je tumen mora jibonare kete mahatva rakhucha tumen mora prerna tumen mora sahara tumen mora sabu kichi kintu kemiti kahibi se katha mu janini kintu mu asha karuchi tumen mora katha bujhibaku chesta kariba kintu mora manare bahut katha achi je mu tumaku kahibaku chahunchi kintu mu dari jauchi,or
Dharichi mu tumaku mora hrudayare kintu tumen mora katha sunibaku raji ki nahin mu janini kintu mu asha karuchi tumen mora katha bujhibaku chesta kariba kintu mu tumaku bhala pauchi kintu kemiti kahibi se katha mu janini kintu mora manare tumara prem bhari rahichi kintu mu tumaku bhuli parini,or
Eka thila mu purbaru kintu tumaku bhettila pare mora jibon badaligala tumen mora jibonare rang bharidela tumen mora sabu kichi kintu tumen mora katha bujhibaku chesta kariba kintu mora manare tumara katha gunji rahichi kintu mu jani nahin ketebele tumaku puni dekhibaku paibi kintu mu tumaku bhala pauchi,or
Feri asiba mu tumaku dekhibaku kintu ketebele feribi mu janini kintu mu asha karuchi tumen mora pratikhya kariba kintu mu tumaku bhuli parini kintu mora manare tumara katha gunji rahichi kintu mu tumaku bahut bhala pauchi kintu kemiti kahibi se katha mu janini,or
Gala kale mu tumaku dekhi thili kintu se dinara katha mu ajijani mane rakhichi kintu tumen mora katha mane rakhichi ki nahin mu janini kintu mu tumaku bhuli parini kintu mora manare tumara katha gunji rahichi kintu mu tumaku bahut bhala pauchi kintu kemiti kahibi se katha mu janini,or
Hasei diye tumen mora sabu dukha tumen mora sabu kichi kintu tumen mora katha sunibaku raji ki nahin mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara prem bhari rahichi kintu mu tumaku bhuli parini kintu kemiti kahibi se katha mu janini,or
Ichha achi mora tumaku mora sabu katha kahibaku kintu mu dari jauchi kintu mu asha karuchi tumen mora katha bujhibaku chesta kariba kintu mu tumaku bhala pauchi kintu mora manare tumara prem bhari rahichi kintu mu tumaku bhuli parini kintu kemiti kahibi se katha mu janini,or
Jani nahin mu kemiti kahibi kintu mu tumaku bhala pauchi tumen mora sabu kichi kintu tumen mora katha sunibaku raji ki nahin mu janini kintu mora manare tumara prem bhari rahichi kintu mu tumaku bhuli parini kintu kemiti kahibi se katha mu janini,or
Asha karuchi tumen bhala re achha kintu mora manare kahi kichi achhi je mu tumaku kahibaku chahunchhi kintu mu dari jauchi kemiti kahibi kintu mu jani je tumen mora katha bujhibaku chesta kariba kintu mora manare kichi bhala katha achhi je mu tumaku kahibaku chahunchhi,or
Bhabuchi mu tumaku sabu din dekhi nahin kintu tumara katha mane paduchi emiti laguchi jeno tumen mora pase achha kintu vastavare tumen bahut dura re achha kintu mora manare tumara katha gunji rahichi kintu mu jani nahin ketebele tumaku puni dekhibaku paibi kintu mu tumaku bhuli parini,or
Chahunchi mu tumaku kahibaku je tumen mora jibonare ekama mahatva rakhucha tumen mora prerna tumen mora sahara tumen mora sabu kichi kintu kemiti kahibi se katha mu janini kintu mu asha karuchi tumen mora katha bujhibaku chesta kariba kintu mora manare bahut katha achhi je mu tumaku kahibaku chahunchhi,or
Dharichi mu tumaku mora hrudayare kintu tumen mora katha sunibaku raji ki nahin mu janini kintu mu asha karuchi tumen mora katha bujhibaku chesta kariba kintu mu tumaku bhala pauchi kintu kemiti kahibi se katha mu janini kintu mora manare tumara prem bhari rahichi kintu mu tumaku bhuli parini,or
Eka thila mu purbaru kintu tumaku bhettila pare mora jibon badaligala tumen mora jibonare rang bharidela tumen mora sabu kichi kintu tumen mora katha bujhibaku chesta kariba kintu mora manare tumara katha gunji rahichi kintu mu jani nahin ketebele tumaku puni dekhibaku paibi kintu mu tumaku bhala pauchi,or
Feri asiba mu tumaku dekhibaku kintu ketebele feribi mu janini kintu mu asha karuchi tumen mora pratikhya kariba kintu mu tumaku bhuli parini kintu mora manare tumara katha gunji rahichi kintu mu tumaku bahut bhala pauchi kintu kemiti kahibi se katha mu janini,or
Gala kale mu tumaku dekhi thili kintu se dinara katha mu ajijani mane rakhichi kintu tumen mora katha mane rakhichi ki nahin mu janini kintu mu tumaku bhuli parini kintu mora manare tumara katha gunji rahichi kintu mu tumaku bahut bhala pauchi kintu kemiti kahibi se katha mu janini,or
Hasei diye tumen mora sabu dukha tumen mora sabu kichi kintu tumen mora katha sunibaku raji ki nahin mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara prem bhari rahichi kintu mu tumaku bhuli parini kintu kemiti kahibi se katha mu janini,or
Ichha achi mora tumaku mora sabu katha kahibaku kintu mu dari jauchi kintu mu asha karuchi tumen mora katha bujhibaku chesta kariba kintu mu tumaku bhala pauchi kintu mora manare tumara prem bhari rahichi kintu mu tumaku bhuli parini kintu kemiti kahibi se katha mu janini,or
Jani nahin mu kemiti kahibi kintu mu tumaku bhala pauchi tumen mora sabu kichi kintu tumen mora katha sunibaku raji ki nahin mu janini kintu mora manare tumara prem bhari rahichi kintu mu tumaku bhuli parini kintu kemiti kahibi se katha mu janini,or
Kichhi dina pare mu tumaku dekhibaku chahibi kintu kemiti kahibi se katha mu janini kintu tumen mora manare samaste bhala achha kintu mu tumaku bhala pauchi kintu mu asha karuchi tumen mora katha bujhibaku chesta kariba kintu mu tumaku bhuli parini,or
Lamba samaya re tumen mora pase thiba kintu samasta samasya bhali samadhana kariba kintu mu tumaku bhala pauchi kintu mu janini kemiti se katha kahibi kintu tumen mora jibanare gote mahatvapurna sthan rakhucha kintu se katha kemiti kahibi mu janini,or
Mana kare tumen kebe bhi bhuliba nahi kintu mu tumaku bhala pauchi kintu mu samasta kathare tumara sathithiba bhala prerna deuchi kintu mu jani ki tumen mora katha bujhibaku chesta kariba kintu mu dari jauchi kemiti kahibi,or
Nischaya bhabe tumen sabu samasya samadhana kariba kintu mu jani ki tumen sabu bhala kariba kintu mu asha karuchi tumen mora katha bujhibaku chesta kariba kintu tumen mora jibanare eka pramukha sthana rakhucha kintu mu tumaku bhala pauchi,or
Odiya bhasha re kahile samasta prashna samadhan heba kintu mu tumaku bhala pauchi kintu mu samaste jibanare tumara katha suni rahichi kintu mu jani ki tumen mora katha bujhibaku chesta kariba kintu tumen sabu bhala kariba,or
Purna samayare mu tumaku dekhibaku chahibi kintu kemiti kahibi se katha mu janini kintu tumen mora hrudaya re thiba kintu mu tumaku bhala pauchi kintu mu jani ki tumen mora katha bujhibaku chesta kariba,or
Qauli patha bhale achi kintu samaya asiba sathe kahile kintu mu tumaku bhala pauchi kintu jaha samaste bhala kariba se kathare tumen samasya samadhan karibe kintu se katha kemiti kahibi mu janini,or
Rati dina gale samaste dekha jiba kintu mu tumaku bhala pauchi kintu jete din dekhi nahin tumen mora hrudayare rahichu kintu kemiti kahibi se katha mu janini kintu se katha mu tumaku bhuli parini,or
Samasya sabu samadhan kari mu tumaku bhala pauchi kintu tumen mora katha bujhibaku chesta kariba kintu tumara katha sabu kathare mu samasta samasya kahibaku chahibi,or
Tume bhale samasya samadhan kari kintu mu tumaku bhala pauchi kintu tumen mora hrudaya re thiba kintu mu jani ki tumen mora katha bujhibaku chesta kariba,or
Utkrista samaya heba kintu tumen sabu bhala kariba kintu mu tumaku bhala pauchi kintu jete din dekhi nahin mu tumaku bhuli parini,or
Samaya bitibaa sathe tumen mora hrudayare bhala rahichi kintu mu tumaku bhala pauchi kintu samasta din samasya samadhan karibe,or
Vicharare mu tumaku bhala pauchi kintu se samasya kahile mu janini kintu tumen mora katha samaste sunibaku raji ki nahin,or
Asha karuchi tumen bhala re achha kintu mo manare kichi bhabana achhi je tumaku kahibaku chahunchhi kintu mu dari jauchi kemiti kahibi kintu mu jani je tumen mora katha bujhibaku chesta kariba kintu mora manare bahut katha achhi je mu tumaku kahibaku chahunchhi,or
Bhabuchi mu tumaku kete din dekhi nahin kintu tumara katha mane paduchi emiti laguchi jeno tumen mora pase achha kintu vastavare tumen bahut dura re achha kintu mora manare tumara katha gunji rahichi kintu mu jani nahin ketebele tumaku puni dekhibaku paibi kintu mu tumaku bhuli parini,or
Chahunchi mu tumaku kahibaku je tumen mora jibonare kete mahatva rakhucha tumen mora prerna tumen mora sahara tumen mora sabu kichi kintu kemiti kahibi se katha mu janini kintu mu asha karuchi tumen mora katha bujhibaku chesta kariba kintu mora manare bahut katha achi je mu tumaku kahibaku chahunchi,or
Dharichi mu tumaku mora hrudayare kintu tumen mora katha sunibaku raji ki nahin mu janini kintu mu asha karuchi tumen mora katha bujhibaku chesta kariba kintu mu tumaku bhala pauchi kintu kemiti kahibi se katha mu janini kintu mora manare tumara prem bhari rahichi kintu mu tumaku bhuli parini,or
Eka thila mu purbaru kintu tumaku bhettila pare mora jibon badaligala tumen mora jibonare rang bharidela tumen mora sabu kichi kintu tumen mora katha bujhibaku chesta kariba kintu mora manare tumara katha gunji rahichi kintu mu jani nahin ketebele tumaku puni dekhibaku paibi kintu mu tumaku bhala pauchi,or
Feri asiba mu tumaku dekhibaku kintu ketebele feribi mu janini kintu mu asha karuchi tumen mora pratikhya kariba kintu mu tumaku bhuli parini kintu mora manare tumara katha gunji rahichi kintu mu tumaku bahut bhala pauchi kintu kemiti kahibi se katha mu janini,or
Gala kale mu tumaku dekhi thili kintu se dinara katha mu ajijani mane rakhichi kintu tumen mora katha mane rakhichi ki nahin mu janini kintu mu tumaku bhuli parini kintu mora manare tumara katha gunji rahichi kintu mu tumaku bahut bhala pauchi kintu kemiti kahibi se katha mu janini,or
Hasei diye tumen mora sabu dukha tumen mora sabu kichi kintu tumen mora katha sunibaku raji ki nahin mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara prem bhari rahichi kintu mu tumaku bhuli parini kintu kemiti kahibi se katha mu janini,or
Ichha achi mora tumaku mora sabu katha kahibaku kintu mu dari jauchi kintu mu asha karuchi tumen mora katha bujhibaku chesta kariba kintu mu tumaku bhala pauchi kintu mora manare tumara prem bhari rahichi kintu mu tumaku bhuli parini kintu kemiti kahibi se katha mu janini,or
Jani nahin mu kemiti kahibi kintu mu tumaku bhala pauchi tumen mora sabu kichi kintu tumen mora katha sunibaku raji ki nahin mu janini kintu mora manare tumara prem bhari rahichi kintu mu tumaku bhuli parini kintu kemiti kahibi se katha mu janini,or
Kichhi din pare mu tumaku dekhi thiba kintu kemiti kahibi se katha mu janini kintu tumen mora manare samaste bhala achha kintu mu tumaku bhala pauchi kintu mu asha karuchi tumen mora katha bujhibaku chesta kariba kintu mu tumaku bhuli parini,or
Lamba samaya re tumen mora pase thiba kintu samasta samasya bhali samadhana kariba kintu mu tumaku bhala pauchi kintu mu janini kemiti se katha kahibi kintu tumen mora jibanare gote mahatvapurna sthan rakhucha kintu se katha kemiti kahibi mu janini,or
Mana kare tumen kebe bhi bhuliba nahi kintu mu tumaku bhala pauchi kintu mu samasta kathare tumara sathithiba bhala prerna deuchi kintu mu jani ki tumen mora katha bujhibaku chesta kariba kintu mu dari jauchi kemiti kahibi,or
Nischaya bhabe tumen sabu samasya samadhana kariba kintu mu jani ki tumen sabu bhala kariba kintu mu asha karuchi tumen mora katha bujhibaku chesta kariba kintu tumen mora jibanare eka pramukha sthana rakhucha kintu mu tumaku bhala pauchi,or
Odiya bhasha re kahile samasta prashna samadhan heba kintu mu tumaku bhala pauchi kintu mu samaste jibanare tumara katha suni rahichi kintu mu jani ki tumen mora katha bujhibaku chesta kariba kintu tumen sabu bhala kariba,or
Purna samayare mu tumaku dekhibaku chahibi kintu kemiti kahibi se katha mu janini kintu tumen mora hrudaya re thiba kintu mu tumaku bhala pauchi kintu mu jani ki tumen mora katha bujhibaku chesta kariba,or
Qauli patha bhale achi kintu samaya asiba sathe kahile kintu mu tumaku bhala pauchi kintu jaha samaste bhala kariba se kathare tumen samasya samadhan karibe kintu se katha kemiti kahibi mu janini,or
Rati dina gale samaste dekha jiba kintu mu tumaku bhala pauchi kintu jete din dekhi nahin tumen mora hrudayare rahichu kintu kemiti kahibi se katha mu janini kintu se katha mu tumaku bhuli parini,or
Samasya sabu samadhan kari mu tumaku bhala pauchi kintu tumen mora katha bujhibaku chesta kariba kintu tumara katha sabu kathare mu samasta samasya kahibaku chahibi,or
Tume bhale samasya samadhan kari kintu mu tumaku bhala pauchi kintu tumen mora hrudaya re thiba kintu mu jani ki tumen mora katha bujhibaku chesta kariba,or
Utkrista samaya heba kintu tumen sabu bhala kariba kintu mu tumaku bhala pauchi kintu jete din dekhi nahin mu tumaku bhuli parini,or
Samaya bitibaa sathe tumen mora hrudayare bhala rahichi kintu mu tumaku bhala pauchi kintu samasta din samasya samadhan karibe,or
Vicharare mu tumaku bhala pauchi kintu se samasya kahile mu janini kintu tumen mora katha samaste sunibaku raji ki nahin,or
Asha karuchi tumen mora katha bujhibaku samarthi karibe kintu mu jani ki se katha kemiti kahibi kintu mo manare tumara bhabana rahichi je tumen mora jibanare sabu bhala rakhuchha kintu mu tumaku bhala pauchi,or
Bhabuchi tumen mora hrudaya re thiba kintu kemiti tumen se katha samajhichha kintu mo manare tumara prem bhari rahichi kintu mu dari jauchi kemiti tumen se katha bujhibaku samarthi karibe kintu tumen mora jibanare pramukha sthan rakhucha,or
Chahunchi tumen mora katha suni samaste bhala bujhibaku kintu mu jani ki tumen mora prashna samadhan karibe kintu mu dari jauchi kemiti tumaku se katha kahibi kintu mora manare tumara katha gunji rahichi,or
Dharichi mu tumaku mora hrudayare rakhibaku kintu se katha tumen kemiti samajhichha mu janini kintu mu jani ki tumen mora katha samajhichha kintu mu tumaku bhala pauchi kintu tumen mora sabu katha samajhuchha,or
Eka samayare mu tumaku dekhi thili kintu se samayare mo manare bahut bhabana rahe je tumen mora prerna tumen mora sahara achha kintu mu dari jauchi kemiti kahibi kintu tumen mora sabu kichi samajhuchha,or
Feri tumen mora katha suni kintu se samayare mu janini kemiti tumen bujhibaku samarthi kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana rahe kintu tumen mora jibanare aneka prashna samadhan karuchha,or
Gala kale mu tumaku dekhi thili kintu se samayare mo manare tumara katha samajhuchi ki nahin kintu tumen mora jibanare pramukha bhumika rakhuchha kintu mu tumaku bhala pauchi kintu se katha kemiti kahibi mu janini,or
Hasei diye tumen mora katha kintu mu samjhiba tumen se katha samajhuchha ki nahin kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu tumen mora sabu katha samajhuchha,or
Ichha achi mu tumaku mora sabu katha kahibaku kintu mu dari jauchi kemiti tumen se katha samajhichha kintu tumen mora jibanare sabu bhala rakhuchha kintu mu tumaku bhala pauchi kintu se katha kemiti kahibi mu janini,or
Jani nahin kemiti kahibi kintu mu tumaku bhala pauchi kintu tumen mora hrudaya re thiba kintu se katha samaste bujhibaku mu janini kintu mu asha karuchi tumen mora katha samajhuchha,or
Kaali samayare tumen mora katha bhali samajhuchha kintu mu tumaku bhala pauchi kintu mu jani ki tumen mora prashna samadhan karibe kintu se katha kemiti kahibi mu janini kintu mo manare tumara prem bhari rahichi,or
Lamba samayare tumen mora sathe thiba kintu mu samjhiba kemiti tumen mora katha samajhuchha kintu tumen mora sabu katha samajhuchha kintu mu tumaku bhala pauchi kintu se katha kemiti kahibi mu janini,or
Mana kare tumen se katha bhuli jiba nahi kintu mu tumaku bhala pauchi kintu se katha samaste samajhuchha kintu mu dari jauchi kemiti tumen se katha kahibi kintu mu jani ki tumen mora katha bujhibaku samarthi,or
Nischaya bhabe tumen mora katha samajhuchha kintu se samayare mo manare katha gunji rahichi kintu tumen mora hrudaya re thiba kintu mu tumaku bhala pauchi kintu se katha kemiti kahibi mu janini,or
Odiya bhasha re samasta katha bujhibaku kintu mu tumaku bhala pauchi kintu tumen mora hrudaya re thiba kintu mu dari jauchi kemiti tumen se katha kahibi kintu mu asha karuchi tumen mora katha samajhuchha,or
Purna samayare tumen mora sahara thibe kintu se katha tumen kemiti samajhichha kintu mu jani ki tumen mora katha bujhibaku samarthi kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana rahe,or
Qauli patha tumen samaste bhala karibe kintu mu tumaku bhala pauchi kintu se katha tumen kemiti samajhichha kintu mo manare tumara prem bhari rahichi kintu mu janini kemiti tumen se katha kahibi,or
Rati dina tumen mora jibanare bhala samarthi rakhucha kintu mu tumaku bhala pauchi kintu se katha kemiti kahibi mu janini kintu mo manare tumara prem rahe kintu tumen mora jibanare aneka mahatvapurna bhumika rakhucha,or
Samaya asiba kintu mu tumaku bhala pauchi kintu tumen mora katha samaste bujhibaku chesta kariba kintu se katha kemiti kahibi mu janini kintu mo manare tumara bhabana rahe kintu tumen mora hrudaya re thiba,or
Tume mora bhabana samajhuchha kintu se samayare tumen mora sabu katha sunibaku raji ki nahin kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana rahe kintu tumen mora jibanare ekaka sathithiba,or
Upare katha samaste samajhuchha kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu mu tumaku bhuli parini kintu kemiti se katha kahibi mu janini,or
Vicharare tumen mora sahara rakhucha kintu mu tumaku bhala pauchi kintu se katha kemiti kahibi mu janini kintu mo manare tumara bhabana gunji rahichi kintu mu asha karuchi tumen mora katha samajhuchha,or
Waqt bitiba sahajhe mu tumaku bhala pauchi kintu tumen mora katha bujhibaku samarthi karibe kintu mu janini ki tumen mora prashna samadhan karibe kintu tumen mora sabu katha samajhuchha,or
Xara patha samaste bhala heba kintu mu tumaku bhala pauchi kintu tumen mora hrudaya re thiba kintu mu jani ki tumen mora katha samajhuchha kintu se katha kemiti kahibi mu janini,or
Yathartha samasta bhala heba kintu mu tumaku bhala pauchi kintu mu janini kemiti tumen se samasya samadhana karibe kintu se katha kemiti kahibi mu janini,or
Zindagi re samasta katha kahibaku tumen samarthi hoba kintu mu tumaku bhala pauchi kintu tumen mora hrudaya re thiba kintu mu jani ki tumen mora katha samajhuchha,or
Abhijana mu tumaku kahibaku chahuchi kintu mo manare katha rahe je tumen mora sahara tumen mora prerna tumen mora sabu kichi kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi,or
Bichara tumen mora katha samaste bujhibaku chesta kariba kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu mu jani ki tumen mora katha samajhuchha,or
Chinta karuchi mu tumaku samjhiba kintu se samayare tumen mora katha samaste bujhibaku samarthi ki nahin kintu mo manare tumara bhabana gunji rahichi kintu mu tumaku bhala pauchi kintu mu dari jauchi kemiti kahibi se katha,or
Dhrista samasta katha kahibaku tumen samarthi hoba kintu mu janini ki tumen mora katha samajhichha kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana rahichi kintu se katha kemiti kahibi mu janini,or
Ebe mu tumaku samjhi paibi kintu mo manare katha gunji rahichi je tumen mora jibanare sabu bhala rakhucha kintu mu dari jauchi kemiti tumen se katha samajhuchha kintu mu tumaku bhala pauchi,or
Feri tumen samasta katha bujhibaku chesta kariba kintu mu tumaku bhala pauchi kintu mu dari jauchi kemiti se katha tumaku kahibi kintu mo manare tumara bhabana rahichi kintu tumen mora hrudaya re thiba,or
Gachhi bhabe tumen samaste bujhibaku samarthi kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu mu jani ki tumen mora katha samajhuchha kintu se katha kemiti kahibi mu janini,or
Hansi chhadi tumen samaste katha bujhibaku chesta kariba kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana rahichi kintu mu jani ki tumen mora katha samajhuchha,or
Ichha achhi mu tumaku samjhiba kintu se katha kahibi mu janini kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana rahichi kintu tumen mora jibanare sabu bhala rakhucha,or
Jibana re samaste katha samjhibaku tumen samarthi hoba kintu mo manare tumara bhabana rahichi kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu tumen mora hrudaya re thiba,or
Kaha jiba tumen samaste bhala karibe kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu tumen mora jibanare aneka prashna samadhan karuchha,or
Lagaichi je tumen mora jibanare sabu bhala kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu tumen mora hrudaya re thiba,or
Mana kari tumen mora katha sunibaku raji hoba kintu mo manare tumara bhabana gunji rahichi kintu mu tumaku bhala pauchi kintu se katha kemiti kahibi mu janini kintu tumen mora jibanare sabu bhala rakhucha,or
Na kahiba tumen samasta katha samajhuchha kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana rahichi kintu se katha kemiti kahibi mu janini kintu mu jani ki tumen mora katha bujhibaku samarthi,or
Odiya bhasha re katha samaste bujhibaku kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu mu janini kemiti tumen se katha kahibi kintu tumen mora hrudaya re thiba,or
Pahacha karuchi mu tumaku bhala pauchi kintu se katha kemiti kahibi mu janini kintu mo manare tumara bhabana gunji rahichi kintu mu dari jauchi kemiti tumen se katha samajhuchha kintu tumen mora jibanare sabu bhala rakhucha,or
Quinchhe je tumen mora jibanare sabu bhala kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu mu dari jauchi kemiti kahibi se katha kintu tumen mora hrudaya re thiba,or
Ratri dina tumen samasta katha samajhuchha kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini kintu tumen mora jibanare ekaka sathithiba,or
Samasta bhala karibaku tumen samarthi hoba kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu mu jani ki tumen mora katha samajhuchha kintu se katha kemiti kahibi mu janini,or
Tantrikata tumen samaste bhala karibe kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu mu jani ki tumen mora katha samajhuchha kintu se katha kemiti kahibi mu janini,or
Ujjwala tumen mora jibanare bhala samarthi rakhuchha kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu tumen mora hrudaya re thiba,or
Vichara tumen samaste bhala karibe kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu mu jani ki tumen mora katha samajhuchha kintu se katha kemiti kahibi mu janini,or
Waqt bitiba sahajhe mu tumaku bhala pauchi kintu tumen mora katha bujhibaku samarthi karibe kintu mu janini ki tumen mora prashna samadhan karibe kintu tumen mora sabu katha samajhuchha,or
Xara patha samaste bhala heba kintu mu tumaku bhala pauchi kintu tumen mora hrudaya re thiba kintu mu jani ki tumen mora katha samajhuchha kintu se katha kemiti kahibi mu janini,or
Yathartha samasta bhala heba kintu mu tumaku bhala pauchi kintu mu janini kemiti tumen se samasya samadhana karibe kintu se katha kemiti kahibi mu janini,or
Zindagi re samasta katha kahibaku tumen samarthi hoba kintu mu tumaku bhala pauchi kintu tumen mora hrudaya re thiba kintu mu jani ki tumen mora katha samajhuchha,or
Aji mu tumaku kahibaku chahuchi kintu mu jani ki tumen mora katha samajhuchha kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana rahichi,or
Bhalare rahiba tumen samaste katha samajhuchha kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Chahunchi mu tumaku kahibaku je tumen mora jibanare bahut mahatva rakhucha kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana rahichi,or
Dhyana diye tumen samaste bhala karibe kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Eka samayare tumen mora katha bujhibaku samarthi hoba kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Feri samayare tumen se katha samajhuchha kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Gachhi re samaste katha samajhuchha kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana rahichi kintu se katha kemiti kahibi mu janini,or
Hasa dena samaste bhala kariba kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Ichha rahichi tumaku katha kahibaku kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana rahichi,or
Jaha tumen kahibe se katha mora manare rahichi kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi,or
Kaha jaiba tumen samaste bhala karibe kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Lagaichi mu tumaku bhala pauchi kintu se katha kemiti kahibi mu janini kintu mo manare tumara bhabana gunji rahichi kintu tumen mora jibanare sabu bhala rakhucha,or
Mana kari tumen mora katha samaste bujhibaku chesta kariba kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi,or
Nischaya tumen samaste katha bujhibaku samarthi hoba kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Odiya bhasha re katha kahibaku kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Pahacha karuchi mu tumaku bhala pauchi kintu se katha kemiti kahibi mu janini kintu mo manare tumara bhabana gunji rahichi kintu tumen mora jibanare sabu bhala rakhucha,or
Quinchhe je tumen mora jibanare sabu bhala kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu mu dari jauchi kemiti kahibi se katha,or
Ratri dina tumen samaste katha samajhuchha kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Samasta bhala karibaku tumen samarthi hoba kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu mu jani ki tumen mora katha samajhuchha,or
Tantrikata tumen samaste bhala karibe kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu mu jani ki tumen mora katha samajhuchha,or
Ujjwala tumen mora jibanare bhala samarthi rakhuchha kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi,or
Vichara tumen samaste bhala karibe kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu mu jani ki tumen mora katha samajhuchha,or
Waqt bitiba sahajhe mu tumaku bhala pauchi kintu tumen mora katha bujhibaku samarthi karibe kintu mu janini ki tumen mora prashna samadhan karibe kintu tumen mora sabu katha samajhuchha,or
Xara patha samaste bhala heba kintu mu tumaku bhala pauchi kintu tumen mora hrudaya re thiba kintu mu jani ki tumen mora katha samajhuchha kintu se katha kemiti kahibi mu janini,or
Yathartha samasta bhala heba kintu mu tumaku bhala pauchi kintu mu janini kemiti tumen se samasya samadhana karibe kintu se katha kemiti kahibi mu janini,or
Zindagi re samasta katha kahibaku tumen samarthi hoba kintu mu tumaku bhala pauchi kintu tumen mora hrudaya re thiba kintu mu jani ki tumen mora katha samajhuchha,or
Asha tumen mora katha samjhibaku samarthi hoba kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Barsha pachhe tumen mora katha samajhuchha kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Chhadi jaiba mu tumaku bhala pauchi kintu se katha kemiti kahibi mu janini kintu mo manare tumara bhabana gunji rahichi kintu tumen mora jibanare sabu bhala rakhucha,or
Dhanayata tumen mora katha samajhuchha kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
